country_code,country_name,year,coal_share_energy,oil_share_energy,gas_share_energy,nuclear_share_energy,renewables_share_energy,hydro_share_energy,solar_share_energy,wind_share_energy,biofuel_share_energy,primary_energy_consumption
JPN,Japan,1982,17.744842529296875,62.63536834716797,6.3332953453063965,6.974127292633057,6.312365531921387,5.556288719177246,0.0,0.0,0.0,4100.724609375
JPN,Japan,1983,16.996919631958008,62.42097473144531,6.62322998046875,7.561980724334717,6.396895408630371,5.575861930847168,0.0,0.0,0.0,4220.46435546875
JPN,Japan,1984,18.344762802124023,59.039947509765625,8.597442626953125,8.573870658874512,5.443977355957031,4.573339462280273,0.0,0.0,0.0,4371.08837890625
JPN,Japan,1985,18.68840980529785,56.31907653808594,8.98930835723877,9.946913719177246,6.056293487548828,5.16575288772583,0.0,0.0,0.0,4481.08837890625
JPN,Japan,1986,17.820966720581055,56.683712005615234,9.159465789794922,10.322149276733398,6.013708114624023,5.04442310333252,0.0,0.0,0.0,4475.03759765625
JPN,Japan,1987,17.423826217651367,56.829532623291016,9.000016212463379,11.278997421264648,5.4676289558410645,4.472428798675537,0.0,0.0,0.0,4670.1103515625
JPN,Japan,1988,17.85184669494629,57.10408782958984,9.04845142364502,9.857748031616213,6.137867450714111,5.118353366851807,0.0,0.0,0.0,4927.337890625
JPN,Japan,1989,17.410615921020508,57.0582389831543,9.151968002319336,10.256638526916504,6.122538089752197,5.063952445983887,0.0,0.0,0.0,5060.55322265625
JPN,Japan,1990,17.601327896118164,56.79335784912109,9.756929397583008,10.48055362701416,5.367828845977783,4.680586338043213,5.386486009228975e-05,0.0,0.0,5184.28515625
JPN,Japan,1991,16.882007598876953,56.67618560791016,9.974088668823242,10.868163108825684,5.599554061889648,4.916915893554688,5.207714639254846e-05,0.0,0.0,5363.5078125
JPN,Japan,1992,16.397192001342773,57.38606643676758,10.244988441467283,11.166799545288086,4.804954051971436,4.11849308013916,0.0005402415408752,0.0,0.0,5426.29345703125
JPN,Japan,1993,16.458276748657227,55.49739837646485,10.153074264526367,12.54334831237793,5.347901821136475,4.688185691833496,0.0011393841123208,4.859325781580992e-05,0.0,5516.978515625
JPN,Japan,1994,16.609176635742188,56.43496322631836,10.464826583862305,12.603787422180176,3.8872461318969727,3.146066427230835,0.0014153443044051,4.6833058149786666e-05,0.0,5718.39697265625
JPN,Japan,1995,16.66199493408203,54.99582290649414,10.307743072509766,13.551121711730955,4.483318328857422,3.7217743396759033,0.0018657761393114,4.532635648502037e-05,0.0,5911.9052734375
JPN,Japan,1996,16.764923095703125,54.35005569458008,10.7828950881958,13.73117733001709,4.370946407318115,3.5739357471466064,0.0025239333044737,8.887912554200739e-05,0.0,6029.4140625
