ctuid,name,all_vm,south_asian,chinese,black,filipino,arab,latin_american,southeast_asian,west_asian,korean,japanese,white,indigenous
3100008.00,3100008.00,25.6,8.0,1.2,7.4,2.5,4.0,0.9,0.9,0.6,0.0,0.0,70.7,3.7
3100009.00,3100009.00,15.7,3.8,2.1,7.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,79.8,4.2
3100010.00,3100010.00,10.6,2.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,84.6,4.9
3100011.00,3100011.00,14.9,2.6,2.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,2.6
3100012.00,3100012.00,5.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,1.1
3100013.00,3100013.00,4.6,0.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,4.3
3100014.00,3100014.00,4.4,0.4,0.0,3.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,94.0,1.8
3100015.00,3100015.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,1.3
3100016.00,3100016.00,3.6,0.0,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,92.1,4.6
3100017.00,3100017.00,13.9,2.0,0.0,2.9,0.0,0.0,1.6,0.0,0.0,0.0,0.0,80.0,6.5
3100018.00,3100018.00,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,15.8
3100019.00,3100019.00,28.1,7.0,0.0,10.5,0.0,12.3,0.0,0.0,0.0,0.0,0.0,70.2,0.0
3100020.00,3100020.00,16.0,6.0,0.8,3.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,82.8,1.2
3100021.00,3100021.00,17.6,0.7,1.5,4.8,0.0,5.5,2.9,0.0,0.0,0.0,0.0,79.0,2.9
3100022.00,3100022.00,15.7,4.5,2.8,3.6,0.0,0.4,0.0,0.0,0.8,2.1,0.0,80.0,4.0
3100023.00,3100023.00,10.4,3.3,0.0,1.8,0.0,2.7,0.0,0.0,0.0,0.0,0.0,86.4,3.3
3100024.00,3100024.00,27.6,2.5,1.3,7.0,0.0,13.6,1.1,0.0,1.8,0.0,0.0,70.6,1.6
3100025.01,3100025.01,2.5,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9,2.6
3100025.02,3100025.02,4.1,0.5,0.9,1.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,93.9,2.0
3100026.00,3100026.00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7,2.4
3100027.01,3100027.01,21.3,5.3,6.4,1.8,0.0,2.2,1.1,2.2,1.0,1.4,0.0,77.0,1.7
3100027.02,3100027.02,27.0,6.7,7.3,3.1,1.8,3.0,0.6,0.9,2.1,0.6,0.0,71.7,1.3
3100028.00,3100028.00,4.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,1.9
3100029.00,3100029.00,4.4,0.4,0.6,1.7,0.6,0.2,0.3,0.0,0.2,0.0,0.0,93.1,2.6
3100100.01,3100100.01,1.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1,1.9
3100100.03,3100100.03,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,1.4
3100100.04,3100100.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2,2.0
3100101.00,3100101.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9,3.1
3100102.00,3100102.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2,2.8
3100110.01,3100110.01,5.6,1.5,1.0,1.0,0.0,0.7,0.3,0.5,0.0,0.0,0.0,93.1,1.2
3100110.02,3100110.02,5.6,0.7,1.2,0.9,1.2,0.1,0.2,0.3,0.0,0.4,0.0,92.0,2.4
3100111.00,3100111.00,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,3.1
3100112.00,3100112.00,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3,4.8
3100120.02,3100120.02,3.6,0.7,0.6,0.7,0.3,0.0,0.1,0.0,0.1,0.3,0.0,93.5,2.9
3100120.03,3100120.03,4.0,0.7,1.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,96.2,0.0
3100120.05,3100120.05,11.2,0.0,5.7,2.4,0.0,0.0,0.0,0.0,0.0,1.7,0.0,87.6,1.2
3100120.06,3100120.06,5.3,0.6,1.8,1.1,0.3,0.0,0.0,0.0,0.0,0.6,0.3,94.0,0.8
3100130.01,3100130.01,1.6,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1,2.3
3100130.03,3100130.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4,3.6
3100130.04,3100130.04,3.8,0.4,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7,3.5
3100131.01,3100131.01,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,5.9
3100131.02,3100131.02,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,7.0
3100140.00,3100140.00,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2,3.1
4520001.00,4520001.00,5.4,0.0,0.0,3.4,0.0,0.2,1.4,0.2,0.0,0.0,0.0,93.9,0.8
4520002.00,4520002.00,8.6,0.0,0.0,4.3,0.0,0.8,2.9,0.0,0.0,0.0,0.0,90.6,0.8
4520003.00,4520003.00,9.8,0.2,0.0,2.7,0.0,2.0,4.1,0.3,0.0,0.0,0.0,88.9,1.3
4520004.00,4520004.00,20.7,0.0,0.2,12.0,0.0,1.7,6.2,0.4,0.0,0.0,0.0,77.4,1.9
4520005.00,4520005.00,7.3,0.4,0.4,1.6,0.0,0.5,3.8,0.0,0.0,0.0,0.0,91.4,1.2
4520006.00,4520006.00,12.1,0.0,0.3,7.7,0.0,1.1,2.5,0.0,0.0,0.0,0.0,87.0,1.1
4520007.00,4520007.00,4.3,0.0,0.0,1.8,0.0,0.0,1.7,0.0,0.0,0.0,0.0,94.7,1.1
4520008.00,4520008.00,2.4,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,96.0,1.7
4520009.00,4520009.00,12.2,0.0,0.9,3.6,0.0,2.9,4.0,0.0,0.0,0.0,0.0,86.6,1.2
4520010.00,4520010.00,16.8,0.0,0.3,8.3,0.0,2.8,3.8,0.9,0.3,0.0,0.0,81.2,2.0
4520011.00,4520011.00,16.2,0.0,0.5,7.0,0.0,3.9,4.1,0.0,0.0,0.0,0.0,82.4,1.3
4520012.00,4520012.00,4.1,0.2,0.0,1.5,0.0,0.0,1.7,0.0,0.0,0.0,0.0,94.7,1.2
4520100.00,4520100.00,4.2,0.0,0.9,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2,1.5
5620001.01,5620001.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,93.1
5620001.02,5620001.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,26.9
5620002.00,5620002.00,4.7,0.6,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,9.7
5620003.00,5620003.00,9.1,3.4,0.3,1.7,1.2,0.0,1.6,0.0,0.0,0.2,0.0,83.6,7.4
5620004.00,5620004.00,6.4,2.6,0.3,1.3,0.8,0.0,0.0,0.5,0.0,0.0,0.0,86.5,6.8
5620005.00,5620005.00,10.4,1.5,0.0,5.3,1.3,2.2,0.0,0.0,0.0,0.0,0.0,84.1,5.5
5620006.00,5620006.00,5.9,2.5,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,89.3,4.8
5620007.00,5620007.00,7.0,2.6,0.0,1.3,0.0,0.0,1.5,0.7,0.4,0.0,0.0,87.5,5.5
5620008.00,5620008.00,6.1,1.5,1.0,2.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,90.2,3.7
5620009.00,5620009.00,8.2,2.8,0.4,0.9,1.4,0.9,0.9,0.2,0.0,0.0,0.0,85.1,6.8
5620010.00,5620010.00,6.7,0.6,0.7,1.2,1.0,0.0,1.5,0.6,0.0,0.0,0.0,91.3,2.1
5620011.00,5620011.00,4.6,2.0,0.5,0.0,0.0,0.5,0.8,0.0,0.0,0.0,0.0,91.7,3.6
5620012.00,5620012.00,4.8,0.0,0.0,2.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,92.8,2.5
5620013.00,5620013.00,5.0,1.5,0.4,0.7,1.0,0.7,0.0,0.0,0.2,0.7,0.0,93.5,1.6
5620100.00,5620100.00,2.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,94.3,3.6
5620101.01,5620101.01,11.9,4.3,2.7,1.2,0.5,1.7,0.0,0.0,0.3,0.0,0.0,85.7,2.4
5620101.02,5620101.02,6.5,3.1,1.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,90.8,2.7
5620101.03,5620101.03,4.8,1.1,1.4,0.6,0.0,0.0,0.5,0.0,0.2,0.0,0.0,93.1,2.1
5620102.01,5620102.01,18.5,8.6,1.1,3.7,1.4,0.6,0.7,0.3,0.8,0.6,0.0,79.5,1.9
5620102.02,5620102.02,11.6,3.0,2.1,0.7,1.6,0.5,1.9,0.9,0.0,0.0,0.0,83.7,4.8
5620102.03,5620102.03,13.0,4.8,0.8,2.1,1.0,0.6,2.6,0.0,0.2,0.0,0.0,81.6,5.4
5620102.04,5620102.04,4.1,0.4,0.4,0.5,0.0,0.3,0.8,0.0,0.0,0.8,0.0,94.3,1.7
5620110.01,5620110.01,2.5,0.1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,93.6,4.0
5620110.02,5620110.02,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,2.7
5620110.03,5620110.03,1.2,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,3.1
5620120.00,5620120.00,3.0,0.4,0.0,0.6,0.2,0.0,0.0,0.3,0.0,0.2,0.0,95.8,1.2
7250001.01,7250001.01,14.7,5.5,1.4,3.2,1.2,0.8,0.4,0.6,0.3,0.0,0.0,76.6,8.7
7250001.02,7250001.02,36.7,11.1,9.2,5.2,3.3,1.6,1.0,1.4,1.3,1.2,0.0,56.7,6.7
7250002.01,7250002.01,10.5,3.3,1.6,0.7,2.1,0.0,1.0,1.2,0.0,0.0,0.0,82.0,7.2
7250002.03,7250002.03,10.5,1.8,0.9,2.2,3.0,0.0,0.3,1.2,0.0,0.0,0.0,82.4,7.0
7250002.04,7250002.04,38.2,11.0,8.7,4.8,5.7,1.6,1.6,0.8,2.0,0.2,0.0,53.8,8.0
7250003.00,7250003.00,13.9,2.1,2.1,4.6,2.1,0.2,1.2,0.8,0.0,0.0,0.0,77.7,8.4
7250004.00,7250004.00,10.2,1.0,1.4,1.5,4.1,0.0,0.8,0.3,0.0,0.0,0.0,77.1,12.7
7250005.00,7250005.00,6.6,1.4,1.4,1.1,1.2,0.0,0.3,0.5,0.0,0.4,0.2,75.8,17.6
7250006.01,7250006.01,33.9,9.2,0.6,5.6,7.8,1.7,2.0,5.1,0.7,0.0,0.0,44.2,21.8
7250006.02,7250006.02,29.7,10.4,1.9,0.9,9.4,0.9,1.4,2.9,0.0,0.0,0.0,43.1,27.1
7250006.03,7250006.03,31.9,8.1,0.0,8.3,9.6,0.5,1.7,2.1,0.6,0.0,0.0,50.2,18.0
7250006.04,7250006.04,16.5,2.6,0.5,2.5,7.0,0.0,1.1,0.9,0.9,0.0,0.0,62.9,20.6
7250007.00,7250007.00,20.9,1.2,9.0,0.6,1.7,0.9,0.0,6.1,0.0,0.0,0.0,51.5,27.6
7250008.00,7250008.00,17.8,5.3,1.8,1.4,1.1,2.1,1.6,0.0,2.8,0.0,0.0,69.2,13.0
7250009.00,7250009.00,10.1,1.9,2.7,1.8,0.7,0.6,1.1,0.5,0.0,0.0,0.2,81.2,8.6
7250010.00,7250010.00,17.4,4.8,2.8,2.5,2.4,1.2,0.8,1.0,0.7,0.2,0.2,72.7,9.9
7250011.01,7250011.01,32.9,14.0,7.9,3.4,4.8,0.4,0.4,0.8,0.0,0.0,0.0,55.6,11.4
7250011.02,7250011.02,33.7,14.3,4.6,2.6,6.6,2.0,0.9,0.0,0.8,1.1,0.0,59.8,6.6
7250011.03,7250011.03,36.4,14.2,9.4,2.6,1.7,3.1,0.7,1.5,0.0,0.0,0.4,53.8,9.6
7250012.01,7250012.01,31.3,13.0,4.0,3.4,5.3,2.0,0.4,1.3,1.4,0.3,0.0,55.6,13.1
7250012.02,7250012.02,27.0,10.6,4.3,4.4,3.7,0.2,0.9,0.2,1.3,0.0,0.0,64.6,8.5
7250012.03,7250012.03,24.2,7.6,7.3,2.6,2.6,1.7,0.2,0.0,0.4,0.0,0.0,70.8,5.1
7250012.06,7250012.06,26.1,7.3,7.6,3.3,2.0,0.7,1.0,0.5,2.0,0.7,0.0,69.1,4.7
7250012.08,7250012.08,20.6,6.2,5.6,3.8,1.4,0.8,0.4,1.3,1.0,0.0,0.3,73.5,5.8
7250012.09,7250012.09,18.2,3.6,5.5,3.0,1.9,0.3,1.1,0.0,1.3,0.6,0.0,76.3,5.4
7250012.10,7250012.10,18.4,4.0,2.9,1.2,3.4,3.8,0.0,0.5,1.2,0.0,0.5,77.6,4.0
7250012.11,7250012.11,39.2,13.9,6.9,6.6,3.6,4.0,0.2,1.0,1.5,0.3,0.0,53.1,7.7
7250013.01,7250013.01,25.5,5.2,2.2,5.0,6.2,1.9,2.5,0.9,0.4,0.0,0.0,60.8,13.7
7250013.02,7250013.02,22.9,7.1,2.0,5.2,3.1,2.0,1.5,1.4,0.2,0.3,0.0,62.4,14.6
7250013.04,7250013.04,29.0,11.2,4.9,4.1,2.9,2.0,0.6,0.9,0.9,0.2,0.2,64.3,6.7
7250013.06,7250013.06,17.0,1.4,7.2,1.9,1.4,3.1,0.0,0.8,0.8,0.0,0.0,76.6,6.1
7250013.07,7250013.07,22.0,4.3,7.7,1.1,2.1,2.4,0.3,1.4,0.8,0.0,0.0,72.0,6.2
7250013.08,7250013.08,21.9,5.6,5.2,2.4,2.3,2.7,1.2,1.2,0.4,0.6,0.0,73.5,4.3
7250013.09,7250013.09,31.1,8.1,10.7,2.8,3.4,1.2,1.1,0.6,0.6,0.3,0.4,63.5,5.3
7250014.00,7250014.00,19.2,6.5,4.3,3.8,1.1,0.6,1.0,0.6,0.8,0.0,0.0,71.7,9.3
7250015.00,7250015.00,17.1,7.1,1.2,2.5,1.8,0.9,1.1,0.7,0.7,0.4,0.0,68.9,13.9
7250016.00,7250016.00,8.6,1.0,1.6,1.0,3.3,0.0,0.7,0.0,0.0,0.0,0.0,73.7,17.8
7250017.00,7250017.00,26.8,7.3,0.6,5.0,9.4,0.0,2.2,1.8,0.0,0.0,0.0,41.7,31.7
7250018.01,7250018.01,31.6,7.5,0.9,2.7,13.7,0.4,1.6,2.6,0.0,0.0,0.0,47.4,21.0
7250018.02,7250018.02,25.0,2.0,1.5,3.4,11.9,2.4,1.8,1.4,0.0,0.0,0.0,55.9,19.0
7250018.03,7250018.03,30.5,4.9,0.7,3.2,15.9,0.6,0.6,2.7,0.0,0.0,0.0,50.1,19.4
7250018.06,7250018.06,38.5,11.7,0.5,3.0,15.0,0.8,0.2,6.1,0.5,0.0,0.0,51.3,10.2
7250018.07,7250018.07,24.1,5.2,0.6,1.3,10.6,0.0,0.9,4.0,0.0,0.0,0.0,61.0,14.8
7250018.08,7250018.08,41.7,13.2,0.6,1.9,20.7,0.0,1.6,2.2,0.0,0.0,0.0,48.2,10.1
7250018.09,7250018.09,18.9,7.1,0.0,0.0,7.7,0.0,0.0,0.7,0.0,0.0,0.0,61.7,19.5
7250019.00,7250019.00,12.3,1.7,0.8,0.8,6.1,0.0,1.9,0.6,0.0,0.0,0.0,70.5,17.2
7250020.00,7250020.00,18.0,2.3,0.6,1.7,10.1,0.0,0.8,1.5,0.0,0.0,0.0,59.1,22.8
7250021.01,7250021.01,8.0,1.2,0.5,1.4,2.5,0.0,0.4,0.0,0.0,0.0,0.3,75.8,16.1
7250021.02,7250021.02,10.0,4.1,0.9,0.6,2.8,0.4,0.5,0.4,0.0,0.0,0.0,84.0,5.9
7250021.03,7250021.03,22.2,13.9,0.9,1.1,3.5,0.0,0.8,1.0,0.2,0.0,0.0,67.0,10.8
7250021.04,7250021.04,14.2,3.1,1.7,1.1,5.6,0.0,0.9,0.9,0.0,0.0,0.0,77.3,8.4
7250021.05,7250021.05,14.3,2.6,1.6,1.9,5.9,0.7,0.3,0.4,0.5,0.0,0.0,76.1,9.7
7250100.02,7250100.02,57.7,17.2,1.5,7.4,22.7,0.2,2.9,3.9,0.8,0.0,0.0,32.1,10.2
7250100.03,7250100.03,32.4,7.8,8.6,3.8,3.4,4.0,2.0,1.6,0.0,0.0,0.0,62.2,5.6
7250100.04,7250100.04,6.0,0.7,3.3,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2,89.3,4.8
7250101.00,7250101.00,1.4,0.2,0.2,0.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,90.6,8.0
7250102.01,7250102.01,5.3,1.2,0.4,0.8,1.7,0.1,0.6,0.2,0.0,0.0,0.0,84.5,10.3
7250102.02,7250102.02,4.3,1.3,0.2,1.1,1.2,0.0,0.3,0.0,0.0,0.0,0.0,85.3,10.4
7250103.00,7250103.00,3.0,0.0,0.0,0.3,0.8,0.0,0.6,0.0,0.0,0.0,0.0,89.0,8.1
7250104.01,7250104.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,97.1
7250104.02,7250104.02,4.6,2.1,0.0,0.0,0.0,0.0,0.3,1.9,0.0,0.0,0.0,86.8,8.4
7250105.00,7250105.00,1.7,0.7,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,88.9,9.3
7250110.00,7250110.00,5.1,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,92.9,3.2
7250200.00,7250200.00,3.4,1.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,8.0
5900001.01,5900001.01,4.3,0.5,0.8,0.9,0.0,0.9,0.0,0.0,0.0,0.5,0.2,83.7,12.1
5900001.02,5900001.02,7.3,3.0,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,78.3,14.2
5900002.00,5900002.00,2.4,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,15.4
5900003.00,5900003.00,4.9,1.0,0.8,1.7,0.0,0.0,0.8,0.0,0.0,0.0,0.6,83.6,11.5
5900004.00,5900004.00,6.5,2.2,1.4,0.5,0.0,0.0,1.1,0.4,0.0,0.0,0.0,87.2,6.3
5900005.00,5900005.00,4.1,1.3,1.1,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,86.8,9.1
5900006.00,5900006.00,8.5,4.7,1.1,0.0,1.3,0.4,0.0,0.4,0.0,0.0,0.0,76.4,15.0
5900007.00,5900007.00,6.9,5.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,23.9
5900008.00,5900008.00,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,16.0
5900009.00,5900009.00,1.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,8.7
5900010.00,5900010.00,1.9,1.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,16.7
5900011.00,5900011.00,1.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,88.6,10.2
5900012.00,5900012.00,2.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,81.7,16.3
5900013.00,5900013.00,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9,13.6
5900014.00,5900014.00,1.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,15.4
5900015.00,5900015.00,3.9,1.6,0.4,1.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,85.4,10.7
5900016.00,5900016.00,5.9,2.2,0.6,1.2,1.0,0.0,0.4,0.0,0.0,0.0,0.0,81.9,12.2
5900017.00,5900017.00,11.5,5.3,1.0,1.5,0.8,0.7,0.4,0.4,0.0,0.0,0.0,77.5,11.0
5900018.01,5900018.01,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,88.3,8.5
5900018.02,5900018.02,2.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2,8.6
5900100.01,5900100.01,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,93.0
5900101.00,5900101.00,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4,11.0
5900102.00,5900102.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8,14.2
4330001.00,4330001.00,12.3,0.0,0.3,4.1,0.0,1.5,0.9,0.8,4.4,0.0,0.0,84.6,3.0
4330002.00,4330002.00,18.0,1.4,0.0,9.8,0.0,3.3,1.9,0.8,0.5,0.0,0.0,79.6,2.5
4330003.00,4330003.00,17.5,0.0,0.0,12.0,0.0,1.1,3.4,0.7,0.0,0.0,0.0,80.5,1.8
4330004.00,4330004.00,25.4,1.7,0.0,10.0,0.2,5.7,5.6,0.4,1.5,0.0,0.0,72.3,2.3
4330005.00,4330005.00,11.5,0.0,0.8,5.2,0.0,3.4,1.0,0.0,0.0,0.0,0.0,85.0,3.1
4330006.00,4330006.00,10.3,0.0,0.8,3.4,0.0,4.0,1.4,0.0,0.0,0.0,0.0,88.3,1.4
4330007.00,4330007.00,17.0,0.4,1.1,6.9,1.1,3.6,2.9,0.0,0.4,0.0,0.0,81.5,1.5
4330008.00,4330008.00,8.2,0.0,1.8,3.4,0.0,0.3,0.3,0.0,0.8,0.0,0.0,91.0,1.0
4330009.01,4330009.01,7.7,0.0,0.6,1.4,1.3,1.2,1.9,0.2,0.0,0.0,0.0,91.8,0.6
4330009.02,4330009.02,10.4,0.2,1.0,3.0,0.0,1.9,2.0,0.0,1.3,0.0,0.0,88.8,0.9
4330010.00,4330010.00,7.9,0.6,0.4,1.6,0.0,1.7,2.2,0.0,0.4,0.0,0.0,90.1,1.9
4330011.00,4330011.00,5.4,0.0,0.0,1.3,0.0,0.0,2.1,0.8,0.0,0.0,0.0,92.0,2.6
4330012.00,4330012.00,9.3,0.0,0.6,2.8,0.0,0.8,2.8,0.6,0.6,0.0,0.0,86.7,4.0
4330013.00,4330013.00,12.6,1.8,0.0,3.2,0.0,2.0,3.2,0.9,0.0,0.0,0.0,85.4,2.0
4330014.00,4330014.00,3.2,0.0,0.0,1.0,0.0,0.9,0.5,0.5,0.0,0.0,0.0,93.7,2.9
4330015.01,4330015.01,8.2,0.0,0.0,3.8,0.0,1.2,0.8,0.0,2.4,0.0,0.0,89.6,1.8
4330015.02,4330015.02,16.9,0.0,0.3,5.5,0.0,2.0,2.3,0.6,5.7,0.0,0.0,80.8,2.4
4330016.00,4330016.00,13.9,1.0,0.0,4.1,0.0,1.4,2.9,0.0,3.7,0.0,0.0,84.2,2.0
4330017.00,4330017.00,18.2,2.1,0.0,3.9,0.0,2.6,2.5,0.4,5.8,0.0,0.0,79.5,2.3
4330018.00,4330018.00,6.3,0.0,0.5,1.8,0.0,0.7,2.0,0.0,0.8,0.0,0.0,92.6,1.2
4330019.01,4330019.01,14.2,0.3,0.4,4.2,0.0,3.6,3.9,0.4,0.6,0.0,0.0,84.3,1.4
4330019.02,4330019.02,11.0,1.2,0.7,1.4,0.0,3.5,2.1,0.5,0.7,0.0,0.0,88.1,1.0
4330100.00,4330100.00,12.4,1.4,3.2,3.1,0.2,0.8,2.2,0.0,0.3,0.2,0.0,85.5,2.1
4330110.01,4330110.01,2.4,0.4,0.0,0.6,0.0,0.4,0.5,0.0,0.0,0.0,0.0,95.9,1.8
4330110.03,4330110.03,6.7,0.4,0.4,1.7,0.0,1.6,1.3,0.1,0.0,0.0,0.1,92.6,0.7
4330110.04,4330110.04,4.1,0.0,0.0,0.4,0.0,1.1,1.6,0.0,0.0,0.0,0.0,93.3,2.6
4330110.06,4330110.06,5.1,0.0,0.6,1.5,0.1,0.4,1.8,0.2,0.3,0.0,0.0,93.1,1.7
4330110.07,4330110.07,6.9,0.0,0.4,1.6,0.0,1.7,2.3,0.4,0.0,0.0,0.0,92.1,1.1
4330111.01,4330111.01,20.0,1.0,0.5,9.5,0.0,3.1,5.3,0.0,0.3,0.0,0.0,78.8,1.2
4330111.02,4330111.02,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3,4.5
4330111.05,4330111.05,4.4,0.0,0.3,2.2,0.0,0.8,0.5,0.3,0.0,0.0,0.0,95.3,0.3
4330111.06,4330111.06,3.7,0.5,0.3,0.5,0.0,0.5,1.5,0.4,0.0,0.0,0.0,95.3,0.9
4330111.07,4330111.07,11.0,0.2,0.1,3.1,0.0,1.8,2.0,0.4,2.3,0.0,0.0,87.4,1.7
4330111.08,4330111.08,3.2,0.0,0.2,0.7,0.0,0.8,1.1,0.0,0.0,0.0,0.0,94.5,2.4
4330112.01,4330112.01,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,1.3
4330112.02,4330112.02,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7,1.8
4330113.01,4330113.01,2.6,0.0,0.0,0.3,0.0,0.0,0.9,0.8,0.0,0.0,0.0,95.8,1.6
4330113.02,4330113.02,5.2,0.0,0.0,1.3,0.0,2.0,1.2,0.3,0.0,0.0,0.0,93.2,1.6
4330200.00,4330200.00,4.3,0.0,0.0,2.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,94.0,2.0
4330201.00,4330201.00,1.9,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,0.0,96.7,1.4
4330202.00,4330202.00,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,3.1
4330300.01,4330300.01,1.9,0.0,0.5,0.3,0.0,0.2,0.5,0.0,0.0,0.0,0.0,96.2,1.8
4330300.02,4330300.02,1.7,0.0,0.2,0.5,0.2,0.0,0.0,0.5,0.0,0.0,0.0,95.5,2.7
4330400.01,4330400.01,2.8,0.0,0.5,0.6,0.2,0.6,0.6,0.0,0.0,0.0,0.0,95.9,1.3
4330400.02,4330400.02,1.8,0.0,0.0,1.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,95.9,2.2
4330400.03,4330400.03,1.8,0.0,0.0,0.7,0.0,0.2,0.5,0.0,0.0,0.0,0.0,95.8,2.4
4330400.05,4330400.05,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,2.7
4330400.06,4330400.06,2.2,0.0,0.6,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,96.1,1.8
