ctuid,name,all_vm,south_asian,chinese,black,filipino,arab,latin_american,southeast_asian,west_asian,korean,japanese,white,indigenous
9320001.00,9320001.00,57.9,54.6,0.0,0.0,0.0,0.0,0.8,1.0,0.6,0.0,0.0,38.1,4.1
9320002.00,9320002.00,35.2,30.3,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,6.1
9320003.00,9320003.00,54.1,46.5,0.4,1.2,1.9,0.4,0.6,0.8,0.4,0.4,0.5,41.5,4.4
9320004.00,9320004.00,49.3,40.6,0.3,0.4,2.5,0.7,1.4,1.6,0.6,0.0,0.1,44.9,5.8
9320005.01,9320005.01,43.8,29.8,3.0,3.8,1.3,0.8,0.4,1.3,0.9,1.7,0.0,50.5,5.5
9320005.02,9320005.02,23.4,9.8,1.4,2.0,3.5,0.4,0.7,2.2,0.9,1.5,0.3,69.2,7.5
9320006.00,9320006.00,33.6,16.9,2.2,2.9,4.0,0.8,1.5,2.4,0.6,1.9,0.1,60.2,6.1
9320007.01,9320007.01,30.2,18.1,1.0,1.6,2.9,0.0,1.5,1.4,0.9,1.0,0.7,63.7,6.2
9320007.02,9320007.02,30.7,20.2,1.7,1.0,2.1,0.3,1.3,0.5,0.5,1.3,0.5,67.4,2.0
9320008.03,9320008.03,80.3,72.3,1.9,1.2,0.8,0.0,0.5,2.3,0.0,0.2,0.2,18.3,1.6
9320008.04,9320008.04,85.8,81.3,0.6,0.1,0.6,0.0,0.2,1.6,0.0,0.0,0.0,13.1,1.0
9320008.05,9320008.05,80.2,72.2,1.5,0.3,0.8,0.0,1.2,1.4,0.2,0.4,0.0,18.1,1.6
9320008.06,9320008.06,68.1,55.1,2.5,2.1,0.5,1.0,2.3,2.7,0.0,0.0,0.0,30.5,1.2
9320009.01,9320009.01,73.7,66.3,1.2,0.8,0.6,0.0,0.8,2.4,0.0,0.0,0.0,23.6,2.7
9320009.02,9320009.02,41.1,34.0,1.0,1.0,1.8,0.7,0.6,1.0,0.0,0.2,0.2,55.2,3.6
9320011.00,9320011.00,16.1,7.3,1.6,1.2,2.4,0.0,1.0,0.2,0.0,1.3,0.4,77.4,6.5
9320012.01,9320012.01,17.9,7.6,1.2,1.1,1.6,0.0,0.8,1.5,0.2,2.6,0.5,76.0,6.0
9320012.02,9320012.02,16.5,6.8,1.8,0.6,0.9,0.0,0.7,1.1,0.0,2.8,0.0,77.1,6.5
9320013.01,9320013.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,79.2
9320013.02,9320013.02,28.8,24.6,1.3,0.3,0.9,0.0,0.0,0.4,0.0,0.4,0.0,66.5,4.7
9320014.01,9320014.01,26.5,18.5,1.2,1.1,0.8,0.0,1.2,1.7,0.0,0.0,0.7,69.2,4.3
9320014.02,9320014.02,56.7,42.1,1.0,3.6,2.7,0.5,0.9,2.7,0.6,0.0,0.7,41.2,2.0
9320100.00,9320100.00,23.2,15.4,0.6,0.0,2.1,0.0,3.0,0.6,0.0,0.0,0.0,74.4,2.4
9320101.00,9320101.00,32.8,19.6,2.9,2.1,1.2,0.0,2.0,0.9,0.4,1.4,0.7,60.4,6.6
9320102.00,9320102.00,27.2,11.5,3.3,2.1,2.4,0.8,1.6,1.5,0.9,1.1,0.4,64.8,8.0
9320103.00,9320103.00,13.0,3.6,0.8,1.3,1.3,0.5,0.5,1.0,0.0,2.8,0.0,78.0,9.1
9320104.00,9320104.00,19.0,8.4,1.3,1.3,1.3,1.2,0.6,0.7,0.4,2.6,0.5,74.1,6.9
9320105.00,9320105.00,22.0,11.3,2.9,1.5,0.5,0.9,1.9,1.4,0.0,0.6,0.5,72.4,5.6
9320106.03,9320106.03,8.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,78.3
9320106.04,9320106.04,30.4,15.5,5.0,1.8,0.3,0.7,0.5,1.1,1.5,2.8,0.6,66.8,2.9
9320106.05,9320106.05,24.5,13.9,0.9,1.4,2.7,0.0,0.5,1.2,0.7,1.3,0.2,70.9,4.6
9320106.06,9320106.06,19.7,9.1,2.3,1.9,1.0,0.0,1.7,0.0,0.5,0.2,1.4,76.0,4.3
9320200.00,9320200.00,11.7,5.2,1.2,1.2,0.8,0.0,0.8,0.7,0.0,0.0,0.0,76.8,11.4
9320201.01,9320201.01,16.8,8.9,0.2,1.8,0.5,0.0,1.1,0.7,0.0,1.1,0.8,74.0,9.2
9320201.02,9320201.02,16.2,6.9,1.4,0.5,2.6,0.0,0.6,1.7,1.1,0.5,0.7,75.1,8.7
9320202.00,9320202.00,19.4,11.3,1.3,1.0,0.5,0.8,0.9,2.7,0.3,0.1,0.2,71.1,9.5
9320203.00,9320203.00,20.6,14.3,1.0,0.0,1.5,0.0,0.3,0.7,0.0,0.5,0.5,70.3,9.1
9320204.00,9320204.00,16.5,7.1,1.2,0.3,3.7,0.0,1.3,1.8,0.0,0.0,0.0,78.0,5.7
9320205.00,9320205.00,25.7,20.0,1.0,0.3,0.8,0.5,0.8,0.6,0.0,0.2,0.5,67.2,7.2
9320206.01,9320206.01,8.4,2.1,4.5,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,84.4,6.9
9320206.02,9320206.02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,6.0
9320207.00,9320207.00,9.9,5.4,1.1,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,84.2,5.6
5680001.01,5680001.01,10.9,2.7,1.2,2.2,0.8,0.3,1.1,0.6,0.4,0.5,0.0,86.4,2.8
5680001.02,5680001.02,14.0,3.4,0.7,4.0,0.7,0.3,2.4,0.0,0.9,0.2,0.3,82.3,3.6
5680001.04,5680001.04,22.3,5.1,2.8,4.2,0.8,0.3,4.3,1.3,1.1,0.6,0.0,74.7,3.0
5680001.05,5680001.05,24.6,6.7,2.4,6.0,1.8,0.0,2.8,1.1,0.9,0.0,0.0,73.3,2.2
5680001.06,5680001.06,5.2,0.0,0.0,2.9,1.7,0.0,0.0,0.0,0.0,0.0,0.0,92.4,2.3
5680001.07,5680001.07,26.3,3.6,3.4,6.3,1.2,1.3,4.5,1.1,1.2,1.0,0.0,70.9,2.8
5680002.00,5680002.00,14.5,0.0,0.0,6.2,1.8,0.0,1.1,0.0,4.0,0.0,0.0,84.8,0.7
5680003.00,5680003.00,20.4,6.5,0.6,5.9,1.3,0.0,2.9,0.6,0.0,0.0,0.0,75.0,4.6
5680004.01,5680004.01,16.9,2.9,0.6,4.8,0.8,1.5,1.6,1.6,0.0,1.3,0.0,80.8,2.3
5680004.03,5680004.03,16.9,2.8,0.0,2.7,2.3,0.0,3.8,0.5,0.0,2.3,0.3,79.2,3.9
5680004.04,5680004.04,19.6,3.2,2.3,4.7,1.7,0.7,3.5,0.5,0.8,1.2,0.0,77.1,3.4
5680004.05,5680004.05,16.0,3.8,1.9,3.6,1.5,0.4,1.1,0.2,1.4,0.5,0.2,81.7,2.3
5680004.06,5680004.06,21.9,5.9,2.5,4.4,2.4,0.7,1.1,0.8,2.3,0.6,0.0,75.6,2.6
5680004.07,5680004.07,19.9,2.4,2.5,5.0,5.5,0.0,1.8,0.6,0.7,0.0,0.0,77.6,2.5
5680005.00,5680005.00,11.0,2.8,0.0,1.9,2.2,0.3,1.8,0.3,0.3,0.2,0.0,84.0,5.0
5680006.00,5680006.00,9.9,2.2,1.3,2.1,0.4,0.0,0.5,0.5,0.0,0.8,0.7,87.8,2.3
5680007.00,5680007.00,9.8,2.3,0.3,3.3,1.3,0.0,0.7,0.9,0.3,0.0,0.0,83.9,6.2
5680008.00,5680008.00,17.3,4.2,1.4,5.3,1.6,0.0,1.8,0.9,0.3,0.3,0.0,80.3,2.5
5680009.00,5680009.00,11.6,2.5,0.9,2.8,1.1,0.2,2.1,0.0,1.1,0.0,0.0,83.2,5.3
5680010.00,5680010.00,16.1,5.8,0.5,3.1,0.9,2.0,1.6,0.6,0.0,0.0,0.0,78.7,5.3
5680011.01,5680011.01,17.0,4.7,2.1,4.1,1.0,0.9,1.6,0.9,0.0,0.5,0.1,79.5,3.6
5680011.02,5680011.02,13.3,2.2,0.0,4.3,0.0,2.5,2.0,0.0,0.7,0.0,0.0,82.5,4.3
5680012.01,5680012.01,19.9,4.3,1.8,4.7,1.3,0.3,2.3,1.9,1.1,1.4,0.0,77.2,3.1
5680012.02,5680012.02,16.2,5.9,1.3,2.7,2.0,0.7,1.4,0.0,0.9,0.2,0.0,78.6,5.2
5680013.00,5680013.00,8.2,2.1,0.2,2.0,0.2,0.8,1.3,0.6,0.4,0.4,0.2,85.8,5.9
5680014.00,5680014.00,7.4,0.9,0.9,2.1,1.7,0.2,0.0,0.0,0.6,0.2,0.0,89.1,3.6
5680015.01,5680015.01,30.6,11.9,3.4,7.1,1.6,0.5,2.0,1.9,0.0,0.5,0.0,66.1,3.4
5680015.02,5680015.02,24.1,14.3,0.8,1.9,0.6,0.0,3.8,0.0,0.0,1.5,0.0,70.0,5.7
5680015.03,5680015.03,28.4,12.8,3.9,3.5,3.1,0.5,1.6,0.5,0.0,0.5,0.0,67.7,4.0
5680016.00,5680016.00,16.8,6.7,1.9,4.4,0.4,0.4,0.7,0.7,0.6,0.0,0.0,78.4,4.8
5680100.00,5680100.00,16.0,4.6,0.9,3.4,0.5,0.0,2.8,0.6,0.6,0.9,0.0,80.7,3.3
5680101.00,5680101.00,13.6,4.1,0.4,2.0,1.5,0.3,1.6,1.6,0.7,0.0,0.2,84.1,2.3
5680102.01,5680102.01,10.9,1.8,2.0,0.0,0.4,0.7,1.3,0.0,2.5,0.9,0.0,86.8,2.5
5680102.02,5680102.02,17.9,0.0,6.4,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,83.3,0.0
5680102.03,5680102.03,3.9,1.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,95.1,0.9
5680102.04,5680102.04,27.1,7.7,1.9,8.4,0.0,3.9,3.2,0.0,0.0,0.0,0.0,70.3,1.9
5680103.03,5680103.03,13.8,0.0,0.0,3.8,0.0,1.3,3.1,0.0,0.0,0.0,0.0,84.3,1.9
5680103.04,5680103.04,28.0,5.6,1.3,7.9,0.0,0.0,4.6,0.7,2.0,0.0,0.0,70.3,1.7
5680103.05,5680103.05,4.3,0.0,0.0,1.3,0.7,0.0,0.0,0.0,1.0,0.0,0.0,93.9,1.7
5680103.06,5680103.06,26.1,3.9,2.1,6.0,1.1,1.2,7.3,1.3,0.5,0.6,0.0,70.7,3.2
5680103.07,5680103.07,23.2,2.8,2.8,7.4,1.3,0.4,1.9,1.5,2.7,0.0,0.0,74.3,2.5
5680103.08,5680103.08,7.7,1.0,0.7,1.2,0.3,0.4,1.1,0.7,0.5,0.0,0.4,87.8,4.5
5680104.00,5680104.00,1.6,0.3,0.0,0.3,0.3,0.0,0.5,0.0,0.0,0.0,0.0,96.3,2.0
5680200.00,5680200.00,5.1,0.7,0.8,0.4,0.0,0.0,0.0,1.5,0.0,0.0,0.4,92.4,2.4
5680201.00,5680201.00,9.0,2.4,1.2,1.3,0.7,0.8,0.7,0.6,0.2,0.2,0.0,89.9,1.1
5680202.01,5680202.01,2.5,0.0,0.0,0.8,0.0,0.0,0.4,0.3,0.3,0.0,0.0,93.1,4.4
5680202.02,5680202.02,1.6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,95.1,3.5
5220001.00,5220001.00,7.2,2.7,0.0,2.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,85.2,7.6
5220002.00,5220002.00,7.5,2.6,0.6,1.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,86.7,5.8
5220003.00,5220003.00,5.2,1.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.8
5220004.00,5220004.00,6.0,2.3,0.0,1.4,0.8,0.0,0.6,0.0,0.0,0.0,0.2,88.5,5.6
5220005.00,5220005.00,5.8,1.3,0.0,1.3,0.0,0.0,1.8,0.0,0.0,0.0,0.0,90.2,4.0
5220006.00,5220006.00,9.3,5.1,0.0,0.9,1.1,0.0,1.0,0.0,0.3,0.0,0.0,84.5,6.2
5220007.00,5220007.00,14.6,5.0,1.6,2.5,0.8,0.7,1.3,1.0,0.0,1.1,0.0,79.6,5.9
5220008.00,5220008.00,7.9,2.8,0.5,0.6,1.1,0.0,1.6,0.0,0.0,0.0,0.0,83.8,8.1
5220009.00,5220009.00,7.7,1.9,2.6,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.6
5220011.00,5220011.00,8.2,2.9,0.0,1.1,1.2,0.6,0.5,0.6,0.0,0.0,0.0,84.1,7.7
5220012.00,5220012.00,14.4,6.6,1.2,1.4,1.4,0.0,1.2,0.6,0.0,0.7,0.0,79.5,5.9
5220015.00,5220015.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5220200.00,5220200.00,3.7,0.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,6.4
5220201.00,5220201.00,11.4,6.6,1.2,0.9,0.8,0.2,0.7,0.5,0.0,0.3,0.0,84.6,4.1
5220202.00,5220202.00,1.9,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,4.5
5220300.00,5220300.00,6.2,2.8,0.4,1.9,0.2,0.0,0.4,0.0,0.0,0.0,0.0,87.9,5.9
5220301.00,5220301.00,3.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,8.5
5220302.00,5220302.00,4.9,0.9,0.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,4.6
5220303.00,5220303.00,3.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,93.1,3.9
5220304.00,5220304.00,3.8,0.8,0.0,1.7,0.5,0.0,0.3,0.0,0.0,0.0,0.0,91.7,4.5
5220400.00,5220400.00,3.1,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,7.1
5220401.00,5220401.00,4.6,0.2,0.8,1.1,0.5,0.0,1.0,0.0,0.0,0.0,0.2,88.0,7.3
5220402.00,5220402.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,11.8
5220403.00,5220403.00,7.6,1.5,1.4,1.3,0.8,0.0,0.6,0.0,0.0,0.8,0.6,88.0,4.5
5220404.00,5220404.00,4.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,4.4
5220406.00,5220406.00,5.0,0.9,0.6,1.4,0.7,0.0,0.3,0.0,0.0,0.5,0.2,91.0,4.0
5220500.00,5220500.00,4.6,1.0,0.9,1.0,0.0,0.2,0.0,0.0,0.4,0.3,0.0,92.2,3.1
5220501.00,5220501.00,2.7,0.3,0.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1,5.0
5220600.00,5220600.00,2.5,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,87.9,9.6
5220700.00,5220700.00,3.7,0.9,0.0,0.3,0.5,1.2,0.3,0.0,0.0,0.0,0.0,91.9,4.4
5430001.00,5430001.00,5.6,0.6,0.0,2.1,0.7,0.4,0.7,0.3,0.0,0.0,0.0,83.6,10.7
5430002.01,5430002.01,9.7,2.1,0.2,2.0,1.2,0.0,1.3,0.9,0.0,0.0,0.0,84.4,6.0
5430002.02,5430002.02,19.4,7.2,0.0,3.7,1.4,0.6,1.6,2.1,0.5,0.8,0.5,78.7,1.9
5430002.04,5430002.04,27.7,10.8,1.8,5.9,1.5,1.2,1.9,0.3,0.7,1.4,0.0,69.3,3.1
5430002.05,5430002.05,60.4,38.6,0.7,11.9,1.2,0.8,1.6,0.0,2.0,0.8,0.0,36.6,3.0
5430002.06,5430002.06,9.7,5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,2.4
5430003.00,5430003.00,8.9,4.0,0.9,1.7,0.8,0.0,0.9,0.2,0.0,0.4,0.2,86.0,5.2
5430004.00,5430004.00,4.4,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7,1.0
5430005.00,5430005.00,10.5,3.8,0.5,4.2,0.8,0.0,0.4,0.0,0.0,0.0,0.0,79.7,9.8
5430006.00,5430006.00,28.0,15.6,2.5,1.6,1.9,0.0,2.2,0.9,0.0,1.6,0.0,66.0,5.9
5430007.00,5430007.00,14.2,5.3,0.0,4.3,2.4,0.6,0.0,0.0,0.0,0.0,0.0,78.0,7.7
5430008.00,5430008.00,6.7,1.0,0.0,3.2,0.7,0.0,1.0,0.3,0.0,0.0,0.0,86.0,7.4
5430009.00,5430009.00,10.0,1.5,0.8,2.1,2.2,0.0,0.7,0.6,0.0,0.0,0.0,84.7,5.2
5430010.00,5430010.00,15.1,2.5,0.5,7.0,1.7,0.2,0.5,1.4,0.0,0.2,0.0,74.5,10.4
5430011.01,5430011.01,40.0,21.7,1.3,4.0,0.9,1.6,1.5,6.0,0.0,0.0,0.0,57.3,2.7
5430011.02,5430011.02,14.5,6.7,0.0,3.2,1.9,0.8,1.0,0.0,0.0,0.0,0.0,78.5,6.9
5430011.03,5430011.03,10.1,2.2,0.6,1.0,1.5,0.9,0.6,2.5,0.0,0.0,0.0,87.4,2.7
5430012.00,5430012.00,9.1,1.1,0.2,3.1,1.5,0.6,0.4,0.8,0.4,0.0,0.2,84.8,6.0
5430013.00,5430013.00,6.5,1.6,0.0,3.1,0.8,0.0,0.2,0.3,0.0,0.0,0.0,90.7,2.9
5430014.01,5430014.01,11.2,2.0,0.9,1.9,0.9,1.3,0.3,2.4,0.0,1.0,0.0,85.9,2.9
5430014.02,5430014.02,9.7,1.8,0.5,2.3,1.0,0.3,1.0,2.5,0.0,0.0,0.0,86.2,4.1
5430014.03,5430014.03,10.9,2.1,0.8,1.8,0.9,1.3,1.0,1.8,0.0,0.0,0.0,86.4,2.8
5430014.04,5430014.04,8.3,2.3,0.0,3.8,0.6,0.0,0.5,0.2,0.0,0.0,0.0,86.2,5.5
5430100.00,5430100.00,8.9,4.2,0.4,1.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,87.6,3.4
5430101.00,5430101.00,6.6,4.1,0.3,0.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,90.4,3.0
5430102.00,5430102.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5430110.01,5430110.01,3.1,0.3,0.0,0.6,0.3,0.0,0.5,0.3,0.0,0.0,0.0,94.1,2.8
5430110.02,5430110.02,9.2,3.1,0.5,3.1,0.0,0.7,0.7,0.0,0.0,0.0,0.3,89.0,1.8
5430200.00,5430200.00,2.6,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1,4.3
5430201.00,5430201.00,10.6,4.7,0.4,2.4,0.7,0.0,0.7,0.4,0.2,0.0,0.0,87.7,1.6
5430202.00,5430202.00,2.1,0.3,0.1,0.8,0.2,0.0,0.5,0.0,0.0,0.0,0.0,95.4,2.3
8250001.01,8250001.01,17.4,1.1,4.6,1.0,4.0,0.3,2.4,1.0,0.0,0.7,1.0,78.2,4.4
8250001.02,8250001.02,14.6,2.3,5.6,1.0,1.0,0.5,2.3,0.7,0.0,0.0,0.3,83.2,2.2
8250001.03,8250001.03,8.1,0.0,3.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,3.8
8250001.04,8250001.04,17.1,1.9,1.6,1.1,5.9,0.7,2.1,1.3,0.0,0.5,0.7,77.9,4.8
8250001.05,8250001.05,8.0,1.9,2.1,0.3,0.3,0.0,0.3,0.5,0.7,0.0,0.9,89.4,2.6
8250001.06,8250001.06,6.9,1.7,2.3,0.3,0.0,0.0,0.3,0.0,0.0,1.1,0.3,90.1,3.0
8250001.07,8250001.07,18.3,5.2,1.3,2.0,3.0,2.1,2.5,0.6,0.0,0.5,0.0,77.0,4.7
8250001.08,8250001.08,16.5,2.4,2.4,5.2,1.9,0.7,2.1,0.2,0.0,0.6,0.3,78.9,4.5
8250001.09,8250001.09,18.8,3.0,4.2,4.6,0.9,1.6,1.2,0.3,0.4,1.2,0.2,75.3,5.8
8250001.10,8250001.10,7.9,1.6,0.4,0.0,1.2,0.0,1.6,1.4,0.0,0.0,0.6,86.6,5.5
8250001.11,8250001.11,22.3,2.6,2.5,2.1,7.4,0.7,2.8,1.0,0.9,1.4,0.7,73.1,4.6
8250001.13,8250001.13,20.2,2.0,5.3,2.1,4.2,1.5,2.1,0.7,0.6,0.6,0.5,74.4,5.4
8250001.14,8250001.14,15.0,2.0,4.6,2.4,0.0,1.1,1.1,0.0,0.0,1.1,0.0,82.4,2.8
8250001.17,8250001.17,21.2,4.4,7.8,0.7,1.6,0.9,0.7,1.9,0.2,0.0,0.6,76.9,1.9
8250001.22,8250001.22,13.5,0.7,4.3,1.2,1.1,0.9,1.1,0.7,0.0,1.1,1.2,82.9,3.5
8250001.23,8250001.23,13.6,3.1,5.9,0.7,0.5,0.0,0.3,0.0,0.0,0.0,1.6,83.5,3.1
8250001.25,8250001.25,36.1,6.4,4.4,4.5,11.9,1.1,2.9,1.7,0.7,0.7,0.4,60.5,3.4
8250001.28,8250001.28,36.4,1.9,5.4,2.9,17.0,3.1,2.5,1.3,0.0,0.7,0.0,58.3,5.1
8250001.29,8250001.29,34.9,5.8,6.7,2.4,11.9,0.7,3.3,0.8,1.3,1.0,0.2,64.1,1.0
8250001.30,8250001.30,44.4,4.9,10.2,2.6,13.5,3.0,4.3,1.8,0.6,1.5,0.0,52.4,3.3
8250001.32,8250001.32,18.5,4.0,2.2,2.2,3.4,1.5,2.6,0.0,0.7,0.0,0.4,78.0,3.6
8250001.33,8250001.33,15.1,4.3,4.5,1.7,1.2,0.0,1.3,0.0,0.0,0.0,0.0,80.8,4.1
8250001.35,8250001.35,56.4,6.2,6.1,7.9,24.4,2.2,3.1,0.9,2.4,0.9,0.2,39.9,3.6
8250001.37,8250001.37,48.9,4.8,5.2,6.3,21.3,1.5,4.8,0.8,1.4,1.2,0.0,47.5,3.7
8250001.38,8250001.38,49.0,4.7,2.8,4.9,26.9,2.3,2.7,0.2,1.2,0.8,0.2,48.6,2.4
8250001.39,8250001.39,52.5,7.1,3.3,8.1,24.0,2.0,4.5,1.4,0.5,0.2,0.2,44.8,2.7
8250001.40,8250001.40,42.7,6.3,4.3,3.6,14.9,1.4,3.9,1.7,0.7,1.9,0.0,55.4,1.9
8250001.41,8250001.41,50.4,15.0,11.5,7.4,8.7,0.9,2.8,1.2,1.1,0.0,0.4,47.3,2.3
8250001.42,8250001.42,52.2,11.9,8.6,6.2,14.3,1.6,5.0,0.7,0.9,0.4,0.4,46.4,1.4
8250001.43,8250001.43,53.4,12.5,10.6,8.1,11.5,1.7,3.4,0.8,0.8,1.9,0.5,43.7,2.9
8250001.44,8250001.44,55.8,8.8,10.4,3.4,18.1,2.6,3.0,2.2,1.9,3.2,0.0,43.3,0.7
8250001.45,8250001.45,27.2,6.3,2.4,2.8,5.9,2.8,3.1,1.0,1.9,0.3,0.4,70.0,2.8
8250001.46,8250001.46,49.4,13.1,4.9,6.9,15.1,0.8,3.9,1.0,2.2,0.0,0.0,49.2,1.4
8250001.47,8250001.47,47.9,10.2,1.0,8.9,18.4,1.6,4.5,0.0,0.6,0.4,0.6,50.1,2.3
8250001.48,8250001.48,43.1,4.8,3.3,10.5,12.5,1.5,5.9,1.4,1.5,0.7,0.0,53.7,3.2
8250001.49,8250001.49,26.1,4.1,10.1,2.2,2.8,0.6,1.1,0.6,2.7,1.2,0.0,71.5,2.3
8250001.50,8250001.50,37.2,9.7,16.5,1.7,3.2,0.5,1.7,0.0,1.0,0.7,1.0,60.1,2.4
8250002.02,8250002.02,51.5,4.1,0.5,10.2,16.9,1.6,2.8,13.0,0.0,0.0,0.1,43.3,5.2
8250002.04,8250002.04,18.8,8.0,3.6,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,68.8,12.5
8250002.06,8250002.06,20.1,1.2,6.2,1.8,3.8,0.9,1.8,1.8,0.5,0.0,0.8,78.4,1.6
8250002.07,8250002.07,19.9,2.3,2.7,1.1,5.3,0.4,1.6,2.5,0.0,1.1,0.5,75.5,4.6
8250002.08,8250002.08,28.0,4.1,2.5,2.6,12.5,0.3,0.9,3.6,0.0,0.0,0.0,68.1,3.8
8250002.09,8250002.09,22.7,5.2,3.6,1.5,4.2,1.8,2.2,1.1,0.0,1.2,0.7,71.6,5.5
8250002.10,8250002.10,17.8,2.9,2.9,3.8,1.0,0.6,2.0,1.7,0.0,0.8,0.4,77.0,5.4
8250002.11,8250002.11,13.5,4.9,1.9,0.3,0.9,1.3,1.8,0.6,0.0,0.0,0.6,84.8,1.7
8250002.12,8250002.12,16.6,4.0,5.1,1.1,1.3,0.0,1.9,1.6,0.0,0.0,0.0,78.6,4.5
8250002.14,8250002.14,29.1,8.4,3.2,2.7,7.7,2.3,1.2,1.3,0.6,0.8,0.0,69.5,1.3
8250002.15,8250002.15,26.7,6.5,2.7,2.5,4.6,2.5,4.3,1.3,0.0,0.4,0.7,70.1,3.2
8250002.17,8250002.17,14.7,2.7,0.7,1.1,6.5,0.0,1.8,0.7,0.0,0.0,0.9,83.7,1.8
8250002.18,8250002.18,17.5,3.3,2.2,2.2,4.5,0.7,1.6,0.6,0.0,0.0,0.6,78.3,4.3
8250002.22,8250002.22,26.8,5.0,2.7,2.5,7.1,0.0,3.4,1.4,0.5,1.7,0.7,69.2,4.0
8250002.24,8250002.24,36.8,6.5,1.8,3.7,14.6,1.8,4.4,1.3,0.0,1.5,0.0,60.1,3.0
8250002.25,8250002.25,20.9,3.3,1.6,1.6,7.6,0.0,2.7,1.5,0.0,0.4,0.7,74.4,4.7
8250002.26,8250002.26,42.5,11.5,2.0,6.8,9.6,2.9,4.5,2.0,0.4,1.0,0.0,55.7,2.0
8250002.27,8250002.27,42.0,14.5,1.9,3.2,9.8,2.4,2.1,2.9,1.2,1.2,1.1,56.2,1.9
8250002.28,8250002.28,38.8,5.6,1.6,5.0,16.0,0.6,3.9,2.7,0.0,1.2,0.0,58.9,2.3
8250002.29,8250002.29,33.7,4.2,2.4,4.1,11.7,2.8,4.6,1.0,0.7,0.4,0.3,63.3,3.0
8250002.30,8250002.30,32.3,6.9,1.7,3.8,9.2,1.0,3.8,3.3,0.0,0.2,0.8,63.7,4.1
8250002.31,8250002.31,42.7,8.7,3.5,5.9,12.4,2.8,3.3,3.1,0.3,0.3,0.5,54.1,3.3
8250002.32,8250002.32,25.4,5.0,1.9,2.0,8.6,0.0,2.6,0.7,0.0,1.0,0.6,70.1,4.1
8250002.33,8250002.33,34.3,6.9,3.3,3.5,2.8,3.2,3.8,3.3,0.0,2.7,0.7,62.2,3.5
8250002.34,8250002.34,25.6,7.1,5.6,1.5,1.9,1.5,2.8,2.7,0.0,0.4,0.0,72.9,1.6
8250002.35,8250002.35,35.7,4.6,3.5,1.0,11.9,1.6,6.2,1.3,0.0,1.8,0.0,61.8,2.5
8250002.36,8250002.36,33.4,4.8,3.1,3.5,10.5,3.1,4.5,0.8,0.0,1.1,0.0,62.2,4.3
8250002.37,8250002.37,31.1,6.1,2.0,4.4,6.8,3.0,3.3,1.4,0.0,1.5,0.3,64.6,4.4
8250002.38,8250002.38,40.1,9.6,3.9,5.1,8.0,2.0,4.5,1.9,1.1,1.4,0.5,57.1,2.9
8250002.39,8250002.39,28.2,5.1,5.6,2.9,6.9,1.2,1.4,1.1,1.9,0.5,0.2,68.6,3.2
